NO,Nilai,Kurs Jual,Kurs Beli,Tanggal
2199,1,12307,12185,12/23/2013
2200,1,12306,12184,12/20/2013
2201,1,12252,12130,12/19/2013
2202,1,12212,12090,12/18/2013
2203,1,12165,12043,12/17/2013
2204,1,12166,12044,12/16/2013
2205,1,12141,12021,12/13/2013
2206,1,12085,11965,12/12/2013
2207,1,12065,11945,12/11/2013
2208,1,12045,11925,12/10/2013
2209,1,12016,11896,12/9/2013
2210,1,12020,11900,12/6/2013
2211,1,12078,11958,12/5/2013
2212,1,12020,11900,12/4/2013
2213,1,11889,11771,12/3/2013
2214,1,12006,11886,12/2/2013
2215,1,12037,11917,11/29/2013
2216,1,11990,11870,11/28/2013
2217,1,11872,11754,11/27/2013
2218,1,11824,11706,11/26/2013
2219,1,11781,11663,11/25/2013
2220,1,11765,11647,11/22/2013
2221,1,11776,11658,11/21/2013
2222,1,11689,11573,11/20/2013
2223,1,11667,11551,11/19/2013
2224,1,11685,11569,11/18/2013
2225,1,11619,11503,11/15/2013
2226,1,11604,11488,11/14/2013
2227,1,11702,11586,11/13/2013
2228,1,11636,11520,11/12/2013
2229,1,11543,11429,11/11/2013
2230,1,11461,11347,11/8/2013
2231,1,11446,11332,11/7/2013
2232,1,11471,11357,11/6/2013
2233,1,11446,11332,11/4/2013
2234,1,11411,11297,11/1/2013
2235,1,11290,11178,10/31/2013
2236,1,11217,11105,10/30/2013
2237,1,11131,11021,10/29/2013
2238,1,11073,10963,10/28/2013
2239,1,11198,11086,10/25/2013
2240,1,11324,11212,10/24/2013
2241,1,11314,11202,10/23/2013
2242,1,11398,11284,10/22/2013
2243,1,11410,11296,10/21/2013
2244,1,11365,11251,10/18/2013
2245,1,11408,11294,10/17/2013
2246,1,11373,11259,10/16/2013
2247,1,11532,11418,10/11/2013
2248,1,11600,11484,10/10/2013
2249,1,11598,11482,10/9/2013
2250,1,11596,11480,10/8/2013
2251,1,11590,11474,10/7/2013
2252,1,11614,11498,10/4/2013
2253,1,11593,11477,10/3/2013
2254,1,11626,11510,10/2/2013
2255,1,11651,11535,10/1/2013
2256,1,11671,11555,9/30/2013
2257,1,11590,11474,9/27/2013
2258,1,11631,11515,9/26/2013
2259,1,11627,11511,9/25/2013
2260,1,11593,11477,9/24/2013
2261,1,11492,11378,9/23/2013
2262,1,11409,11295,9/20/2013
2263,1,11334,11222,9/19/2013
2264,1,11549,11435,9/18/2013
2265,1,11508,11394,9/17/2013
2266,1,11480,11366,9/16/2013
2267,1,11452,11338,9/13/2013
2268,1,11551,11437,9/12/2013
2269,1,11495,11381,9/11/2013
2270,1,11236,11124,9/10/2013
2271,1,11244,11132,9/9/2013
2272,1,11256,11144,9/6/2013
2273,1,11181,11069,9/5/2013
2274,1,11148,11038,9/4/2013
2275,1,11038,10928,9/3/2013
2276,1,10977,10867,9/2/2013
2277,1,10979,10869,8/30/2013
2278,1,10991,10881,8/29/2013
2279,1,11005,10895,8/28/2013
2280,1,10937,10829,8/27/2013
2281,1,10895,10787,8/26/2013
2282,1,10902,10794,8/23/2013
2283,1,10849,10741,8/22/2013
2284,1,10777,10669,8/21/2013
2285,1,10557,10451,8/20/2013
2286,1,10503,10399,8/19/2013
2287,1,10444,10340,8/16/2013
2288,1,10370,10266,8/15/2013
2289,1,10348,10246,8/14/2013
2290,1,10343,10241,8/13/2013
2291,1,10338,10236,8/12/2013
2292,1,10339,10237,8/6/2013
2293,1,10339,10237,8/2/2013
2294,1,10339,10237,8/1/2013
2295,1,10329,10227,7/31/2013
2296,1,10328,10226,7/30/2013
2297,1,10321,10219,7/29/2013
2298,1,10316,10214,7/26/2013
2299,1,10314,10212,7/25/2013
2300,1,10313,10211,7/24/2013
2301,1,10273,10171,7/23/2013
2302,1,10118,10018,7/22/2013
2303,1,10120,10020,7/19/2013
2304,1,10109,10009,7/18/2013
2305,1,10090,9990,7/17/2013
2306,1,10086,9986,7/16/2013
2307,1,10074,9974,7/15/2013
2308,1,10030,9930,7/12/2013
2309,1,10029,9929,7/11/2013
2310,1,10020,9920,7/10/2013
2311,1,10010,9910,7/9/2013
2312,1,10010,9910,7/8/2013
2313,1,9995,9895,7/5/2013
2314,1,9995,9895,7/4/2013
2315,1,9991,9891,7/3/2013
2316,1,9990,9890,7/2/2013
2317,1,9984,9884,7/1/2013
2318,1,9979,9879,6/28/2013
2319,1,9987,9887,6/27/2013
2320,1,9989,9889,6/26/2013
2321,1,9998,9898,6/25/2013
2322,1,9981,9881,6/24/2013
2323,1,10010,9910,6/21/2013
2324,1,9977,9877,6/20/2013
2325,1,9960,9860,6/19/2013
2326,1,9968,9868,6/18/2013
2327,1,9930,9832,6/17/2013
2328,1,9935,9837,6/14/2013
2329,1,9936,9838,6/13/2013
2330,1,9905,9807,6/12/2013
2331,1,9870,9772,6/11/2013
2332,1,9855,9757,6/10/2013
2333,1,9839,9741,6/7/2013
2334,1,9856,9758,6/5/2013
2335,1,9854,9756,6/4/2013
2336,1,9860,9762,6/3/2013
2337,1,9851,9753,5/31/2013
2338,1,9860,9762,5/30/2013
2339,1,9859,9761,5/29/2013
2340,1,9859,9761,5/28/2013
2341,1,9841,9743,5/27/2013
2342,1,9821,9723,5/24/2013
2343,1,9823,9725,5/23/2013
2344,1,9814,9716,5/22/2013
2345,1,9814,9716,5/21/2013
2346,1,9809,9711,5/20/2013
2347,1,9812,9714,5/17/2013
2348,1,9799,9701,5/16/2013
2349,1,9797,9699,5/15/2013
2350,1,9784,9686,5/14/2013
2351,1,9789,9691,5/13/2013
2352,1,9787,9689,5/10/2013
2353,1,9783,9685,5/8/2013
2354,1,9790,9692,5/7/2013
2355,1,9781,9683,5/6/2013
2356,1,9789,9691,5/3/2013
2357,1,9777,9679,5/2/2013
2358,1,9779,9681,5/1/2013
2359,1,9771,9673,4/30/2013
2360,1,9770,9672,4/29/2013
2361,1,9770,9672,4/26/2013
2362,1,9765,9667,4/25/2013
2363,1,9776,9678,4/24/2013
2364,1,9777,9679,4/23/2013
2365,1,9762,9664,4/22/2013
2366,1,9758,9660,4/19/2013
2367,1,9772,9674,4/18/2013
2368,1,9759,9661,4/17/2013
2369,1,9772,9674,4/16/2013
2370,1,9759,9661,4/15/2013
2371,1,9759,9661,4/12/2013
2372,1,9736,9640,4/11/2013
2373,1,9740,9644,4/10/2013
2374,1,9792,9694,4/9/2013
2375,1,9805,9707,4/8/2013
2376,1,9802,9704,4/5/2013
2377,1,9798,9700,4/4/2013
2378,1,9792,9694,4/3/2013
2379,1,9786,9688,4/2/2013
2380,1,9784,9686,4/1/2013
2381,1,9768,9670,3/28/2013
2382,1,9774,9676,3/27/2013
2383,1,9794,9696,3/26/2013
2384,1,9777,9679,3/25/2013
2385,1,9792,9694,3/22/2013
2386,1,9775,9677,3/21/2013
2387,1,9772,9674,3/20/2013
2388,1,9754,9656,3/19/2013
2389,1,9767,9669,3/18/2013
2390,1,9749,9651,3/15/2013
2391,1,9752,9654,3/14/2013
2392,1,9746,9650,3/13/2013
2393,1,9736,9640,3/11/2013
2394,1,9736,9640,3/8/2013
2395,1,9745,9649,3/7/2013
2396,1,9734,9638,3/6/2013
2397,1,9754,9656,3/5/2013
2398,1,9753,9655,3/4/2013
2399,1,9726,9630,3/1/2013
2400,1,9715,9619,2/28/2013
2401,1,9732,9636,2/27/2013
2402,1,9754,9656,2/26/2013
2403,1,9762,9664,2/25/2013
2404,1,9762,9664,2/22/2013
2405,1,9752,9654,2/21/2013
2406,1,9753,9655,2/20/2013
2407,1,9762,9664,2/19/2013
2408,1,9728,9632,2/18/2013
2409,1,9732,9636,2/15/2013
2410,1,9713,9617,2/14/2013
2411,1,9692,9596,2/13/2013
2412,1,9682,9586,2/12/2013
2413,1,9706,9610,2/11/2013
2414,1,9733,9637,2/8/2013
2415,1,9774,9676,2/7/2013
2416,1,9734,9638,2/6/2013
2417,1,9745,9649,2/5/2013
2418,1,9721,9625,2/4/2013
2419,1,9749,9651,2/1/2013
2420,1,9746,9650,1/31/2013
2421,1,9738,9642,1/30/2013
2422,1,9728,9632,1/29/2013
2423,1,9718,9622,1/28/2013
2424,1,9691,9595,1/25/2013
2425,1,9683,9587,1/23/2013
2426,1,9688,9592,1/22/2013
2427,1,9728,9632,1/21/2013
2428,1,9733,9637,1/18/2013
2429,1,9738,9642,1/17/2013
2430,1,9738,9642,1/16/2013
2431,1,9789,9691,1/15/2013
2432,1,9718,9622,1/14/2013
2433,1,9708,9612,1/11/2013
2434,1,9764,9666,1/10/2013
2435,1,9789,9691,1/9/2013
2436,1,9789,9691,1/8/2013
2437,1,9787,9689,1/7/2013
2438,1,9723,9627,1/4/2013
2439,1,9718,9622,1/3/2013
2440,1,9733,9637,1/2/2013
2441,1,9718,9622,12/28/2012
2442,1,9733,9637,12/27/2012
2443,1,9756,9658,12/26/2012
2444,1,9735,9639,12/21/2012
2445,1,9708,9612,12/20/2012
2446,1,9697,9601,12/19/2012
2447,1,9691,9595,12/18/2012
2448,1,9693,9597,12/17/2012
2449,1,9693,9597,12/14/2012
2450,1,9691,9595,12/13/2012
2451,1,9693,9597,12/12/2012
2452,1,9696,9600,12/11/2012
2453,1,9701,9605,12/10/2012
2454,1,9673,9577,12/7/2012
2455,1,9661,9565,12/6/2012
2456,1,9653,9557,12/5/2012
2457,1,9653,9557,12/4/2012
2458,1,9646,9550,12/3/2012
2459,1,9653,9557,11/30/2012
2460,1,9658,9562,11/29/2012
2461,1,9656,9560,11/28/2012
2462,1,9651,9555,11/27/2012
2463,1,9666,9570,11/26/2012
2464,1,9676,9580,11/23/2012
2465,1,9687,9591,11/22/2012
2466,1,9691,9595,11/21/2012
2467,1,9686,9590,11/20/2012
2468,1,9687,9591,11/19/2012
2469,1,9686,9590,11/14/2012
2470,1,9685,9589,11/13/2012
2471,1,9683,9587,11/12/2012
2472,1,9681,9585,11/9/2012
2473,1,9686,9590,11/8/2012
2474,1,9678,9582,11/7/2012
2475,1,9681,9585,11/6/2012
2476,1,9676,9580,11/5/2012
2477,1,9676,9580,11/2/2012
2478,1,9676,9580,11/1/2012
2479,1,9663,9567,10/31/2012
2480,1,9653,9557,10/30/2012
2481,1,9653,9557,10/29/2012
2482,1,9662,9566,10/25/2012
2483,1,9663,9567,10/24/2012
2484,1,9663,9567,10/23/2012
2485,1,9641,9545,10/22/2012
2486,1,9638,9542,10/19/2012
2487,1,9633,9537,10/18/2012
2488,1,9633,9537,10/17/2012
2489,1,9633,9537,10/16/2012
2490,1,9641,9545,10/15/2012
2491,1,9653,9557,10/12/2012
2492,1,9651,9555,10/11/2012
2493,1,9646,9550,10/10/2012
2494,1,9648,9552,10/9/2012
2495,1,9638,9542,10/8/2012
2496,1,9638,9542,10/5/2012
2497,1,9633,9537,10/4/2012
2498,1,9638,9542,10/3/2012
2499,1,9631,9535,10/2/2012
2500,1,9641,9545,10/1/2012
2501,1,9636,9540,9/28/2012
2502,1,9638,9542,9/27/2012
2503,1,9628,9532,9/26/2012
2504,1,9628,9532,9/25/2012
2505,1,9608,9512,9/24/2012
2506,1,9606,9510,9/21/2012
2507,1,9587,9491,9/20/2012
2508,1,9595,9499,9/19/2012
2509,1,9540,9446,9/18/2012
2510,1,9497,9403,9/17/2012
2511,1,9621,9525,9/14/2012
2512,1,9631,9535,9/13/2012
2513,1,9626,9530,9/12/2012
2514,1,9637,9541,9/11/2012
2515,1,9631,9535,9/10/2012
2516,1,9641,9545,9/7/2012
2517,1,9640,9544,9/6/2012
2518,1,9636,9540,9/5/2012
2519,1,9626,9530,9/4/2012
2520,1,9633,9537,9/3/2012
2521,1,9608,9512,8/31/2012
2522,1,9621,9525,8/30/2012
2523,1,9601,9505,8/29/2012
2524,1,9583,9487,8/28/2012
2525,1,9563,9467,8/27/2012
2526,1,9552,9456,8/24/2012
2527,1,9542,9448,8/23/2012
2528,1,9545,9451,8/16/2012
2529,1,9541,9447,8/15/2012
2530,1,9537,9443,8/14/2012
2531,1,9527,9433,8/13/2012
2532,1,9524,9430,8/10/2012
2533,1,9530,9436,8/9/2012
2534,1,9522,9428,8/8/2012
2535,1,9519,9425,8/7/2012
2536,1,9508,9414,8/6/2012
2537,1,9532,9438,8/3/2012
2538,1,9526,9432,8/2/2012
2539,1,9515,9421,8/1/2012
2540,1,9532,9438,7/31/2012
2541,1,9532,9438,7/30/2012
2542,1,9532,9438,7/27/2012
2543,1,9540,9446,7/26/2012
2544,1,9537,9443,7/25/2012
2545,1,9535,9441,7/24/2012
2546,1,9540,9446,7/23/2012
2547,1,9525,9431,7/20/2012
2548,1,9517,9423,7/19/2012
2549,1,9510,9416,7/18/2012
2550,1,9521,9427,7/17/2012
2551,1,9525,9431,7/16/2012
2552,1,9527,9433,7/13/2012
2553,1,9509,9415,7/12/2012
2554,1,9507,9413,7/11/2012
2555,1,9490,9396,7/10/2012
2556,1,9485,9391,7/9/2012
2557,1,9450,9356,7/6/2012
2558,1,9430,9336,7/5/2012
2559,1,9412,9318,7/4/2012
2560,1,9475,9381,7/3/2012
2561,1,9448,9354,7/2/2012
2562,1,9527,9433,6/29/2012
2563,1,9527,9433,6/28/2012
2564,1,9522,9428,6/27/2012
2565,1,9517,9423,6/26/2012
2566,1,9527,9433,6/25/2012
2567,1,9520,9426,6/22/2012
2568,1,9520,9426,6/21/2012
2569,1,9510,9416,6/20/2012
2570,1,9485,9391,6/19/2012
2571,1,9485,9391,6/18/2012
2572,1,9515,9421,6/15/2012
2573,1,9515,9421,6/14/2012
2574,1,9502,9408,6/13/2012
2575,1,9495,9401,6/12/2012
2576,1,9480,9386,6/11/2012
2577,1,9480,9386,6/8/2012
2578,1,9422,9328,6/7/2012
2579,1,9512,9418,6/6/2012
2580,1,9510,9416,6/5/2012
2581,1,9510,9416,6/4/2012
2582,1,9380,9286,6/1/2012
2583,1,9613,9517,5/31/2012
2584,1,9618,9522,5/30/2012
2585,1,9522,9428,5/29/2012
2586,1,9472,9378,5/28/2012
2587,1,9357,9263,5/25/2012
2588,1,9326,9234,5/24/2012
2589,1,9321,9229,5/23/2012
2590,1,9311,9219,5/22/2012
2591,1,9314,9222,5/21/2012
2592,1,9326,9234,5/16/2012
2593,1,9311,9219,5/15/2012
2594,1,9266,9174,5/14/2012
2595,1,9226,9134,5/11/2012
2596,1,9293,9201,5/10/2012
2597,1,9271,9179,5/9/2012
2598,1,9266,9174,5/8/2012
2599,1,9271,9179,5/7/2012
2600,1,9264,9172,5/4/2012
2601,1,9242,9150,5/3/2012
2602,1,9239,9147,5/2/2012
2603,1,9239,9147,5/1/2012
2604,1,9236,9144,4/30/2012
2605,1,9236,9144,4/27/2012
2606,1,9236,9144,4/26/2012
2607,1,9240,9148,4/25/2012
2608,1,9239,9147,4/24/2012
2609,1,9230,9138,4/23/2012
2610,1,9230,9138,4/20/2012
2611,1,9228,9136,4/19/2012
2612,1,9223,9131,4/18/2012
2613,1,9224,9132,4/17/2012
2614,1,9219,9127,4/16/2012
2615,1,9220,9128,4/13/2012
2616,1,9219,9127,4/12/2012
2617,1,9216,9124,4/11/2012
2618,1,9211,9119,4/10/2012
2619,1,9214,9122,4/9/2012
2620,1,9205,9113,4/5/2012
2621,1,9204,9112,4/4/2012
2622,1,9191,9099,4/3/2012
2623,1,9209,9117,4/2/2012
2624,1,9226,9134,3/30/2012
2625,1,9234,9142,3/29/2012
2626,1,9226,9134,3/28/2012
2627,1,9234,9142,3/27/2012
2628,1,9227,9135,3/26/2012
2629,1,9219,9127,3/22/2012
2630,1,9226,9134,3/21/2012
2631,1,9206,9114,3/20/2012
2632,1,9214,9122,3/19/2012
2633,1,9224,9132,3/16/2012
2634,1,9239,9147,3/15/2012
2635,1,9239,9147,3/14/2012
2636,1,9211,9119,3/13/2012
2637,1,9206,9114,3/12/2012
2638,1,9179,9087,3/9/2012
2639,1,9209,9117,3/8/2012
2640,1,9236,9144,3/7/2012
2641,1,9209,9117,3/6/2012
2642,1,9176,9084,3/5/2012
2643,1,9154,9062,3/2/2012
2644,1,9143,9053,3/1/2012
2645,1,9130,9040,2/29/2012
2646,1,9204,9112,2/28/2012
2647,1,9156,9064,2/27/2012
2648,1,9115,9025,2/24/2012
2649,1,9115,9025,2/23/2012
2650,1,9104,9014,2/22/2012
2651,1,9090,9000,2/21/2012
2652,1,9080,8990,2/20/2012
2653,1,9073,8983,2/17/2012
2654,1,9040,8950,2/16/2012
2655,1,9085,8995,2/15/2012
2656,1,9082,8992,2/14/2012
2657,1,9068,8978,2/13/2012
2658,1,9038,8948,2/10/2012
2659,1,8955,8865,2/9/2012
2660,1,9033,8943,2/8/2012
2661,1,9043,8953,2/7/2012
2662,1,9033,8943,2/6/2012
2663,1,9040,8950,2/3/2012
2664,1,8936,8848,2/2/2012
2665,1,9067,8977,2/1/2012
2666,1,9045,8955,1/31/2012
2667,1,9030,8940,1/30/2012
2668,1,9025,8935,1/27/2012
2669,1,9040,8950,1/26/2012
2670,1,9063,8973,1/25/2012
2671,1,9030,8940,1/24/2012
2672,1,9000,8910,1/20/2012
2673,1,9120,9030,1/19/2012
2674,1,9206,9114,1/18/2012
2675,1,9254,9162,1/17/2012
2676,1,9221,9129,1/16/2012
2677,1,9226,9134,1/13/2012
2678,1,9256,9164,1/12/2012
2679,1,9246,9154,1/11/2012
2680,1,9236,9144,1/10/2012
2681,1,9234,9142,1/9/2012
2682,1,9206,9114,1/6/2012
2683,1,9209,9117,1/5/2012
2684,1,9226,9134,1/4/2012
2685,1,9206,9114,1/3/2012
2686,1,9171,9079,1/2/2012
2687,1,9113,9023,12/30/2011
2688,1,9206,9114,12/29/2011
2689,1,9211,9119,12/28/2011
2690,1,9135,9045,12/27/2011
2691,1,9060,8970,12/23/2011
2692,1,9118,9028,12/22/2011
2693,1,9151,9059,12/21/2011
2694,1,9161,9069,12/20/2011
2695,1,9133,9043,12/19/2011
2696,1,9080,8990,12/16/2011
2697,1,9181,9089,12/15/2011
2698,1,9135,9045,12/14/2011
2699,1,9135,9045,12/13/2011
2700,1,9130,9040,12/12/2011
2701,1,9085,8995,12/9/2011
2702,1,9130,9040,12/8/2011
2703,1,9128,9038,12/7/2011
2704,1,9128,9038,12/6/2011
2705,1,9110,9020,12/5/2011
2706,1,9149,9057,12/2/2011
2707,1,9130,9040,12/1/2011
2708,1,9216,9124,11/30/2011
2709,1,9231,9139,11/29/2011
2710,1,9146,9054,11/28/2011
2711,1,9050,8960,11/25/2011
2712,1,9143,9053,11/24/2011
2713,1,9080,8990,11/23/2011
2714,1,9080,8990,11/22/2011
2715,1,9115,9025,11/21/2011
2716,1,9100,9010,11/18/2011
2717,1,9085,8995,11/17/2011
2718,1,9075,8985,11/16/2011
2719,1,9040,8950,11/15/2011
2720,1,9000,8910,11/14/2011
2721,1,9050,8960,11/11/2011
2722,1,9020,8930,11/10/2011
2723,1,8939,8851,11/9/2011
2724,1,8978,8888,11/8/2011
2725,1,8985,8895,11/7/2011
2726,1,9007,8917,11/4/2011
2727,1,9028,8938,11/3/2011
2728,1,9020,8930,11/2/2011
2729,1,8937,8849,11/1/2011
2730,1,8879,8791,10/31/2011
2731,1,8872,8784,10/28/2011
2732,1,8934,8846,10/27/2011
2733,1,8914,8826,10/26/2011
2734,1,8909,8821,10/25/2011
2735,1,8927,8839,10/24/2011
2736,1,8912,8824,10/21/2011
2737,1,8884,8796,10/20/2011
2738,1,8899,8811,10/19/2011
2739,1,8904,8816,10/18/2011
2740,1,8889,8801,10/17/2011
2741,1,8937,8849,10/14/2011
2742,1,8955,8865,10/13/2011
2743,1,8990,8900,10/12/2011
2744,1,8985,8895,10/11/2011
2745,1,9000,8910,10/10/2011
2746,1,9013,8923,10/7/2011
2747,1,8970,8880,10/6/2011
2748,1,8985,8895,10/5/2011
2749,1,9005,8915,10/4/2011
2750,1,8970,8880,10/3/2011
2751,1,8867,8779,9/30/2011
2752,1,8970,8880,9/29/2011
2753,1,9020,8930,9/28/2011
2754,1,8960,8870,9/27/2011
2755,1,9020,8930,9/26/2011
2756,1,8779,8691,9/23/2011
2757,1,9033,8943,9/22/2011
2758,1,8919,8831,9/21/2011
2759,1,9025,8935,9/20/2011
2760,1,8849,8761,9/19/2011
2761,1,8816,8728,9/16/2011
2762,1,8803,8715,9/15/2011
2763,1,8774,8686,9/14/2011
2764,1,8665,8579,9/13/2011
2765,1,8646,8560,9/12/2011
2766,1,8614,8528,9/9/2011
2767,1,8614,8528,9/8/2011
2768,1,8617,8531,9/7/2011
2769,1,8616,8530,9/6/2011
2770,1,8582,8496,9/5/2011
2771,1,8621,8535,8/26/2011
2772,1,8620,8534,8/25/2011
2773,1,8589,8503,8/24/2011
2774,1,8587,8501,8/23/2011
2775,1,8595,8509,8/22/2011
2776,1,8601,8515,8/19/2011
2777,1,8576,8490,8/18/2011
2778,1,8569,8483,8/16/2011
2779,1,8584,8498,8/15/2011
2780,1,8584,8498,8/12/2011
2781,1,8588,8502,8/11/2011
2782,1,8573,8487,8/10/2011
2783,1,8598,8512,8/9/2011
2784,1,8576,8490,8/8/2011
2785,1,8581,8495,8/5/2011
2786,1,8525,8441,8/4/2011
2787,1,8529,8445,8/3/2011
2788,1,8502,8418,8/2/2011
2789,1,8523,8439,8/1/2011
2790,1,8551,8465,7/29/2011
2791,1,8552,8466,7/28/2011
2792,1,8531,8447,7/27/2011
2793,1,8564,8478,7/26/2011
2794,1,8571,8485,7/25/2011
2795,1,8570,8484,7/22/2011
2796,1,8582,8496,7/21/2011
2797,1,8583,8497,7/20/2011
2798,1,8601,8515,7/19/2011
2799,1,8598,8512,7/18/2011
2800,1,8580,8494,7/15/2011
2801,1,8581,8495,7/14/2011
2802,1,8605,8519,7/13/2011
2803,1,8592,8506,7/12/2011
2804,1,8565,8479,7/11/2011
2805,1,8567,8481,7/8/2011
2806,1,8578,8492,7/7/2011
2807,1,8575,8489,7/6/2011
2808,1,8583,8497,7/5/2011
2809,1,8565,8479,7/4/2011
2810,1,8606,8520,7/1/2011
2811,1,8640,8554,6/30/2011
2812,1,8666,8580,6/28/2011
2813,1,8662,8576,6/27/2011
2814,1,8645,8559,6/24/2011
2815,1,8644,8558,6/23/2011
2816,1,8643,8557,6/22/2011
2817,1,8646,8560,6/21/2011
2818,1,8621,8535,6/20/2011
2819,1,8638,8552,6/17/2011
2820,1,8627,8541,6/16/2011
2821,1,8578,8492,6/15/2011
2822,1,8581,8495,6/14/2011
2823,1,8574,8488,6/13/2011
2824,1,8561,8475,6/10/2011
2825,1,8566,8480,6/9/2011
2826,1,8564,8478,6/8/2011
2827,1,8572,8486,6/7/2011
2828,1,8549,8463,6/6/2011
2829,1,8580,8494,6/3/2011
2830,1,8583,8497,6/1/2011
2831,1,8580,8494,5/31/2011
2832,1,8591,8505,5/30/2011
2833,1,8608,8522,5/27/2011
2834,1,8619,8533,5/26/2011
2835,1,8627,8541,5/25/2011
2836,1,8611,8525,5/24/2011
2837,1,8604,8518,5/23/2011
2838,1,8578,8492,5/20/2011
2839,1,8587,8501,5/19/2011
2840,1,8596,8510,5/18/2011
2841,1,8598,8512,5/13/2011
2842,1,8579,8493,5/12/2011
2843,1,8589,8503,5/11/2011
2844,1,8596,8510,5/10/2011
2845,1,8591,8505,5/9/2011
2846,1,8620,8534,5/6/2011
2847,1,8609,8523,5/5/2011
2848,1,8602,8516,5/4/2011
2849,1,8597,8511,5/3/2011
2850,1,8594,8508,5/2/2011
2851,1,8617,8531,4/29/2011
2852,1,8636,8550,4/28/2011
2853,1,8668,8582,4/27/2011
2854,1,8699,8613,4/26/2011
2855,1,8671,8585,4/25/2011
2856,1,8672,8586,4/21/2011
2857,1,8700,8614,4/20/2011
2858,1,8729,8643,4/19/2011
2859,1,8713,8627,4/18/2011
2860,1,8704,8618,4/15/2011
2861,1,8704,8618,4/14/2011
2862,1,8715,8629,4/13/2011
2863,1,8709,8623,4/12/2011
2864,1,8684,8598,4/11/2011
2865,1,8699,8613,4/8/2011
2866,1,8697,8611,4/7/2011
2867,1,8694,8608,4/6/2011
2868,1,8714,8628,4/5/2011
2869,1,8719,8633,4/4/2011
2870,1,8742,8656,4/1/2011
2871,1,8753,8665,3/31/2011
2872,1,8759,8671,3/30/2011
2873,1,8756,8668,3/29/2011
2874,1,8762,8674,3/28/2011
2875,1,8752,8664,3/25/2011
2876,1,8766,8678,3/24/2011
2877,1,8765,8677,3/23/2011
2878,1,8754,8666,3/22/2011
2879,1,8795,8707,3/21/2011
2880,1,8817,8729,3/18/2011
2881,1,8837,8749,3/17/2011
2882,1,8824,8736,3/16/2011
2883,1,8817,8729,3/15/2011
2884,1,8815,8727,3/14/2011
2885,1,8828,8740,3/11/2011
2886,1,8818,8730,3/10/2011
2887,1,8828,8740,3/9/2011
2888,1,8833,8745,3/8/2011
2889,1,8833,8745,3/7/2011
2890,1,8837,8749,3/4/2011
2891,1,8853,8765,3/3/2011
2892,1,8868,8780,3/2/2011
2893,1,8856,8768,3/1/2011
2894,1,8867,8779,2/28/2011
2895,1,8902,8814,2/25/2011
2896,1,8901,8813,2/24/2011
2897,1,8901,8813,2/23/2011
2898,1,8917,8829,2/22/2011
2899,1,8889,8801,2/21/2011
2900,1,8902,8814,2/18/2011
2901,1,8921,8833,2/17/2011
2902,1,8949,8859,2/16/2011
2903,1,8966,8876,2/14/2011
2904,1,8976,8886,2/11/2011
2905,1,8969,8879,2/10/2011
2906,1,8962,8872,2/9/2011
2907,1,8962,8872,2/8/2011
2908,1,9020,8930,2/7/2011
2909,1,9075,8985,2/4/2011
2910,1,9062,8972,2/2/2011
2911,1,9087,8997,2/1/2011
2912,1,9102,9012,1/31/2011
2913,1,9079,8989,1/28/2011
2914,1,9077,8987,1/27/2011
2915,1,9083,8993,1/26/2011
2916,1,9097,9007,1/25/2011
2917,1,9104,9014,1/24/2011
2918,1,9120,9030,1/21/2011
2919,1,9113,9023,1/20/2011
2920,1,9089,8999,1/19/2011
2921,1,9110,9020,1/18/2011
2922,1,9110,9020,1/17/2011
2923,1,9109,9019,1/14/2011
2924,1,9083,8993,1/13/2011
2925,1,9090,9000,1/12/2011
2926,1,9133,9043,1/11/2011
2927,1,9071,8981,1/10/2011
2928,1,9047,8957,1/7/2011
2929,1,9039,8949,1/6/2011
2930,1,9032,8942,1/5/2011
2931,1,9021,8931,1/4/2011
2932,1,9021,8931,1/3/2011
2933,1,9036,8946,12/31/2010
2934,1,9023,8933,12/30/2010
2935,1,9059,8969,12/29/2010
2936,1,9077,8987,12/28/2010
2937,1,9086,8996,12/27/2010
2938,1,9093,9003,12/23/2010
2939,1,9095,9005,12/22/2010
2940,1,9086,8996,12/21/2010
2941,1,9090,9000,12/20/2010
2942,1,9079,8989,12/17/2010
2943,1,9081,8991,12/16/2010
2944,1,9063,8973,12/15/2010
2945,1,9056,8966,12/14/2010
2946,1,9064,8974,12/13/2010
2947,1,9060,8970,12/10/2010
2948,1,9056,8966,12/9/2010
2949,1,9065,8975,12/8/2010
2950,1,9053,8963,12/6/2010
2951,1,9059,8969,12/3/2010
2952,1,9062,8972,12/2/2010
2953,1,9077,8987,12/1/2010
2954,1,9058,8968,11/30/2010
2955,1,9078,8988,11/29/2010
2956,1,9011,8921,11/26/2010
2957,1,9003,8913,11/25/2010
2958,1,9018,8928,11/24/2010
2959,1,8990,8900,11/23/2010
2960,1,8968,8878,11/22/2010
2961,1,8982,8892,11/19/2010
2962,1,9004,8914,11/18/2010
2963,1,9003,8913,11/16/2010
2964,1,8981,8891,11/15/2010
2965,1,8963,8873,11/12/2010
2966,1,8932,8844,11/11/2010
2967,1,8949,8859,11/10/2010
2968,1,8950,8860,11/9/2010
2969,1,8958,8868,11/8/2010
2970,1,8942,8854,11/5/2010
2971,1,8954,8864,11/4/2010
2972,1,8967,8877,11/3/2010
2973,1,8972,8882,11/2/2010
2974,1,8966,8876,11/1/2010
