NO,Nilai,Kurs Jual,Kurs Beli,Tanggal
657,1,15800.61,15643.39,4/14/2020
658,1,15919.2,15760.8,4/13/2020
659,1,16322.21,16159.8,4/9/2020
660,1,16326.23,16163.78,4/8/2020
661,1,16492.05,16327.95,4/7/2020
662,1,16638.78,16473.22,4/6/2020
663,1,16546.32,16381.68,4/3/2020
664,1,16824.71,16657.3,4/2/2020
665,1,16495.07,16330.94,4/1/2020
666,1,16448.84,16285.17,3/31/2020
667,1,16417.68,16254.32,3/30/2020
668,1,16311.15,16148.85,3/27/2020
669,1,16409.64,16246.36,3/26/2020
670,1,16568.43,16403.57,3/24/2020
671,1,16691.04,16524.96,3/23/2020
672,1,16354.37,16191.64,3/20/2020
673,1,15790.56,15633.44,3/19/2020
674,1,15299.12,15146.89,3/18/2020
675,1,15158.42,15007.59,3/17/2020
676,1,14892.09,14743.91,3/16/2020
677,1,14889.08,14740.93,3/13/2020
678,1,14562.45,14417.55,3/12/2020
679,1,14394.62,14251.39,3/11/2020
680,1,14483.06,14338.95,3/10/2020
681,1,14413.71,14270.29,3/9/2020
682,1,14338.34,14195.67,3/6/2020
683,1,14238.84,14097.16,3/5/2020
684,1,14241.86,14100.15,3/4/2020
685,1,14293.11,14150.89,3/3/2020
686,1,14485.07,14340.94,3/2/2020
687,1,14305.17,14162.83,2/28/2020
688,1,14088.09,13947.91,2/27/2020
689,1,14035.83,13896.17,2/26/2020
690,1,13962.47,13823.54,2/25/2020
691,1,13932.32,13793.69,2/24/2020
692,1,13845.89,13708.12,2/21/2020
693,1,13803.68,13666.33,2/20/2020
694,1,13785.59,13648.42,2/19/2020
695,1,13744.38,13607.62,2/18/2020
696,1,13761.47,13624.54,2/17/2020
697,1,13775.54,13638.47,2/14/2020
698,1,13747.4,13610.61,2/13/2020
699,1,13727.3,13590.71,2/12/2020
700,1,13754.43,13617.57,2/11/2020
701,1,13776.54,13639.46,2/10/2020
702,1,13715.24,13578.77,2/7/2020
703,1,13730.31,13593.69,2/6/2020
704,1,13785.59,13648.42,2/5/2020
705,1,13828.8,13691.2,2/4/2020
706,1,13794.63,13657.37,2/3/2020
707,1,13730.31,13593.69,1/31/2020
708,1,13720.26,13583.74,1/30/2020
709,1,13702.17,13565.83,1/29/2020
710,1,13715.24,13578.77,1/28/2020
711,1,13680.06,13543.94,1/27/2020
712,1,13700.16,13563.84,1/24/2020
713,1,13694.13,13557.87,1/23/2020
714,1,13746.39,13609.61,1/22/2020
715,1,13726.29,13589.71,1/21/2020
716,1,13722.27,13585.73,1/20/2020
717,1,13716.24,13579.76,1/17/2020
718,1,13726.29,13589.71,1/16/2020
719,1,13774.53,13637.47,1/15/2020
720,1,13722.27,13585.73,1/14/2020
721,1,13776.54,13639.46,1/13/2020
722,1,13881.06,13742.94,1/10/2020
723,1,13929.3,13790.7,1/9/2020
724,1,14003.67,13864.33,1/8/2020
725,1,13988.6,13849.41,1/7/2020
726,1,14030.81,13891.2,1/6/2020
727,1,13968.5,13829.51,1/3/2020
728,1,13964.48,13825.53,1/2/2020
729,1,13970.51,13831.5,12/31/2019
730,1,14014.73,13875.28,12/30/2019
731,1,14025.78,13886.22,12/27/2019
732,1,14051.91,13912.09,12/26/2019
733,1,14047.89,13908.11,12/23/2019
734,1,14062.97,13923.04,12/20/2019
735,1,14052.92,13913.09,12/19/2019
736,1,14077.04,13936.97,12/18/2019
737,1,14088.09,13947.91,12/17/2019
738,1,14074.02,13933.98,12/16/2019
739,1,14051.91,13912.09,12/13/2019
740,1,14112.21,13971.79,12/12/2019
741,1,14095.13,13954.88,12/11/2019
742,1,14074.02,13933.98,12/10/2019
743,1,14091.11,13950.9,12/9/2019
744,1,14107.19,13966.82,12/6/2019
745,1,14164.47,14023.53,12/5/2019
746,1,14195.63,14054.38,12/4/2019
747,1,14200.65,14059.35,12/3/2019
748,1,14192.61,14051.39,12/2/2019
749,1,14172.51,14031.49,11/29/2019
750,1,14169.5,14028.51,11/28/2019
751,1,14166.48,14025.52,11/27/2019
752,1,14151.41,14010.6,11/26/2019
753,1,14161.46,14020.55,11/25/2019
754,1,14170.5,14029.5,11/22/2019
755,1,14182.56,14041.44,11/21/2019
756,1,14167.49,14026.52,11/20/2019
757,1,14161.46,14020.55,11/19/2019
758,1,14145.38,14004.63,11/18/2019
759,1,14139.35,13998.66,11/15/2019
760,1,14168.49,14027.51,11/14/2019
761,1,14152.41,14011.59,11/13/2019
762,1,14129.3,13988.71,11/12/2019
763,1,14110.2,13969.8,11/11/2019
764,1,14090.1,13949.9,11/8/2019
765,1,14110.2,13969.8,11/7/2019
766,1,14061.96,13922.04,11/6/2019
767,1,14101.16,13960.85,11/5/2019
768,1,14072.01,13931.99,11/4/2019
769,1,14136.33,13995.67,11/1/2019
770,1,14078.04,13937.96,10/31/2019
771,1,14114.22,13973.78,10/30/2019
772,1,14098.14,13957.86,10/29/2019
773,1,14093.11,13952.89,10/28/2019
774,1,14134.32,13993.68,10/25/2019
775,1,14065.98,13926.02,10/24/2019
776,1,14121.25,13980.75,10/23/2019
777,1,14128.29,13987.71,10/22/2019
778,1,14202.66,14061.34,10/21/2019
779,1,14210.7,14069.3,10/18/2019
780,1,14242.86,14101.14,10/17/2019
781,1,14257.93,14116.07,10/16/2019
782,1,14210.7,14069.3,10/15/2019
783,1,14196.63,14055.37,10/14/2019
784,1,14210,14068,10/11/2019
785,1,14228,14086,10/10/2019
786,1,14253,14111,10/9/2019
787,1,14241,14099,10/8/2019
788,1,14227,14085,10/7/2019
789,1,14206,14064,10/4/2019
790,1,14264,14122,10/3/2019
791,1,14278,14136,10/2/2019
792,1,14267,14125,10/1/2019
793,1,14245,14103,9/30/2019
794,1,14268,14126,9/27/2019
795,1,14233,14091,9/26/2019
796,1,14205,14063,9/25/2019
797,1,14169,14029,9/24/2019
798,1,14147,14007,9/23/2019
799,1,14155,14015,9/20/2019
800,1,14169,14029,9/19/2019
801,1,14150,14010,9/18/2019
802,1,14171,14029,9/17/2019
803,1,14090,13950,9/16/2019
804,1,14020,13880,9/13/2019
805,1,14122,13982,9/12/2019
806,1,14133,13993,9/11/2019
807,1,14101,13961,9/10/2019
808,1,14162,14022,9/9/2019
809,1,14211,14069,9/6/2019
810,1,14224,14082,9/5/2019
811,1,14289,14147,9/4/2019
812,1,14288,14146,9/3/2019
813,1,14261,14119,9/2/2019
814,1,14308,14166,8/30/2019
815,1,14325,14183,8/29/2019
816,1,14334,14192,8/28/2019
817,1,14306,14164,8/27/2019
818,1,14332,14190,8/26/2019
819,1,14320,14178,8/23/2019
820,1,14305,14163,8/22/2019
821,1,14330,14188,8/21/2019
822,1,14333,14191,8/20/2019
823,1,14274,14132,8/19/2019
824,1,14329,14187,8/16/2019
825,1,14367,14225,8/15/2019
826,1,14305,14163,8/14/2019
827,1,14354,14212,8/13/2019
828,1,14291,14149,8/12/2019
829,1,14266,14124,8/9/2019
830,1,14302,14160,8/8/2019
831,1,14346,14204,8/7/2019
832,1,14416,14272,8/6/2019
833,1,14302,14160,8/5/2019
834,1,14274,14132,8/2/2019
835,1,14168,14028,8/1/2019
836,1,14096,13956,7/31/2019
837,1,14104,13964,7/30/2019
838,1,14080,13940,7/29/2019
839,1,14071,13931,7/26/2019
840,1,14056,13916,7/25/2019
841,1,14081,13941,7/24/2019
842,1,14043,13903,7/23/2019
843,1,14033,13893,7/22/2019
844,1,13983,13843,7/19/2019
845,1,14046,13906,7/18/2019
846,1,14019,13879,7/17/2019
847,1,13995,13855,7/16/2019
848,1,14040,13900,7/15/2019
849,1,14155,14015,7/12/2019
850,1,14159,14019,7/11/2019
851,1,14223,14081,7/10/2019
852,1,14200,14058,7/9/2019
853,1,14218,14076,7/8/2019
854,1,14219,14077,7/5/2019
855,1,14177,14035,7/4/2019
856,1,14231,14089,7/3/2019
857,1,14211,14069,7/2/2019
858,1,14188,14046,7/1/2019
859,1,14212,14070,6/28/2019
860,1,14251,14109,6/27/2019
861,1,14245,14103,6/26/2019
862,1,14209,14067,6/25/2019
863,1,14236,14094,6/24/2019
864,1,14187,14045,6/21/2019
865,1,14307,14165,6/20/2019
866,1,14342,14200,6/19/2019
867,1,14406,14262,6/18/2019
868,1,14418,14274,6/17/2019
869,1,14376,14232,6/14/2019
870,1,14341,14199,6/13/2019
871,1,14305,14163,6/12/2019
872,1,14329,14187,6/11/2019
873,1,14302,14160,6/10/2019
874,1,14457,14313,5/31/2019
875,1,14489,14345,5/29/2019
876,1,14452,14308,5/28/2019
877,1,14432,14288,5/27/2019
878,1,14523,14379,5/24/2019
879,1,14586,14440,5/23/2019
880,1,14560,14416,5/22/2019
881,1,14534,14390,5/21/2019
882,1,14550,14406,5/20/2019
883,1,14541,14397,5/17/2019
884,1,14530,14386,5/16/2019
885,1,14520,14376,5/15/2019
886,1,14516,14372,5/14/2019
887,1,14434,14290,5/13/2019
888,1,14419,14275,5/10/2019
889,1,14410,14266,5/9/2019
890,1,14377,14233,5/8/2019
891,1,14381,14237,5/7/2019
892,1,14380,14236,5/6/2019
893,1,14353,14211,5/3/2019
894,1,14316,14174,5/2/2019
895,1,14286,14144,4/30/2019
896,1,14259,14117,4/29/2019
897,1,14259,14117,4/26/2019
898,1,14225,14083,4/25/2019
899,1,14183,14041,4/24/2019
900,1,14150,14010,4/23/2019
901,1,14126,13986,4/22/2019
902,1,14086,13946,4/18/2019
903,1,14136,13996,4/16/2019
904,1,14137,13997,4/15/2019
905,1,14224,14082,4/12/2019
906,1,14227,14085,4/11/2019
907,1,14226,14084,4/10/2019
908,1,14221,14079,4/9/2019
909,1,14216,14074,4/8/2019
910,1,14229,14087,4/5/2019
911,1,14253,14111,4/4/2019
912,1,14308,14166,4/2/2019
913,1,14302,14160,4/1/2019
914,1,14315,14173,3/29/2019
915,1,14326,14184,3/28/2019
916,1,14273,14131,3/27/2019
917,1,14242,14100,3/26/2019
918,1,14294,14152,3/25/2019
919,1,14228,14086,3/22/2019
920,1,14173,14031,3/21/2019
921,1,14302,14160,3/20/2019
922,1,14299,14157,3/19/2019
923,1,14313,14171,3/18/2019
924,1,14382,14238,3/15/2019
925,1,14324,14182,3/14/2019
926,1,14340,14198,3/13/2019
927,1,14322,14180,3/12/2019
928,1,14396,14252,3/11/2019
929,1,14294,14152,3/8/2019
930,1,14200,14058,3/6/2019
931,1,14217,14075,3/5/2019
932,1,14220,14078,3/4/2019
933,1,14182,14040,3/1/2019
934,1,14132,13992,2/28/2019
935,1,14074,13934,2/27/2019
936,1,14060,13920,2/26/2019
937,1,14077,13937,2/25/2019
938,1,14149,14009,2/22/2019
939,1,14127,13987,2/21/2019
940,1,14125,13985,2/20/2019
941,1,14190,14048,2/19/2019
942,1,14177,14035,2/18/2019
943,1,14187,14045,2/15/2019
944,1,14163,14023,2/14/2019
945,1,14097,13957,2/13/2019
946,1,14158,14018,2/12/2019
947,1,14065,13925,2/11/2019
948,1,14062,13922,2/8/2019
949,1,14048,13908,2/7/2019
950,1,14017,13877,2/6/2019
951,1,14046,13906,2/4/2019
952,1,14048,13908,2/1/2019
953,1,14142,14002,1/31/2019
954,1,14183,14041,1/30/2019
955,1,14168,14028,1/29/2019
956,1,14108,13968,1/28/2019
957,1,14234,14092,1/25/2019
958,1,14212,14070,1/24/2019
959,1,14259,14117,1/23/2019
960,1,14292,14150,1/22/2019
961,1,14283,14141,1/21/2019
962,1,14253,14111,1/18/2019
963,1,14229,14087,1/17/2019
964,1,14225,14083,1/16/2019
965,1,14154,14014,1/15/2019
966,1,14122,13982,1/14/2019
967,1,14146,14006,1/11/2019
968,1,14163,14023,1/10/2019
969,1,14191,14049,1/9/2019
970,1,14101,13961,1/8/2019
971,1,14176,14034,1/7/2019
972,1,14422,14278,1/4/2019
973,1,14546,14402,1/3/2019
974,1,14537,14393,1/2/2019
975,1,14553,14409,12/31/2018
976,1,14615,14469,12/28/2018
977,1,14636,14490,12/27/2018
978,1,14675,14529,12/26/2018
979,1,14552,14408,12/21/2018
980,1,14571,14427,12/20/2018
981,1,14452,14308,12/19/2018
982,1,14596,14450,12/18/2018
983,1,14690,14544,12/17/2018
984,1,14611,14465,12/14/2018
985,1,14609,14463,12/13/2018
986,1,14650,14504,12/12/2018
987,1,14686,14540,12/11/2018
988,1,14590,14444,12/10/2018
989,1,14612,14466,12/7/2018
990,1,14580,14434,12/6/2018
991,1,14455,14311,12/5/2018
992,1,14364,14222,12/4/2018
993,1,14323,14181,12/3/2018
994,1,14411,14267,11/30/2018
995,1,14480,14336,11/29/2018
996,1,14608,14462,11/28/2018
997,1,14577,14431,11/27/2018
998,1,14624,14478,11/26/2018
999,1,14625,14479,11/23/2018
1000,1,14665,14519,11/22/2018
1001,1,14691,14545,11/21/2018
1002,1,14659,14513,11/19/2018
1003,1,14667,14521,11/16/2018
1004,1,14838,14690,11/15/2018
1005,1,14829,14681,11/14/2018
1006,1,14969,14821,11/13/2018
1007,1,14821,14673,11/12/2018
1008,1,14705,14559,11/9/2018
1009,1,14724,14578,11/8/2018
1010,1,14838,14690,11/7/2018
1011,1,14965,14817,11/6/2018
1012,1,15047,14897,11/5/2018
1013,1,15164,15014,11/2/2018
1014,1,15271,15119,11/1/2018
1015,1,15303,15151,10/31/2018
1016,1,15313,15161,10/30/2018
1017,1,15294,15142,10/29/2018
1018,1,15283,15131,10/26/2018
1019,1,15286,15134,10/25/2018
1020,1,15269,15117,10/24/2018
1021,1,15284,15132,10/23/2018
1022,1,15268,15116,10/22/2018
1023,1,15297,15145,10/19/2018
1024,1,15263,15111,10/18/2018
1025,1,15254,15102,10/17/2018
1026,1,15282,15130,10/16/2018
1027,1,15322,15170,10/15/2018
1028,1,15270,15118,10/12/2018
1029,1,15329,15177,10/11/2018
1030,1,15291,15139,10/10/2018
1031,1,15309,15157,10/9/2018
1032,1,15269,15117,10/8/2018
1033,1,15258,15106,10/5/2018
1034,1,15209,15057,10/4/2018
1035,1,15163,15013,10/3/2018
1036,1,15063,14913,10/2/2018
1037,1,14980,14830,10/1/2018
1038,1,15004,14854,9/28/2018
1039,1,14994,14844,9/27/2018
1040,1,15013,14863,9/26/2018
1041,1,14967,14819,9/25/2018
1042,1,14939,14791,9/24/2018
1043,1,14898,14750,9/21/2018
1044,1,14913,14765,9/20/2018
1045,1,14970,14822,9/19/2018
1046,1,14983,14833,9/18/2018
1047,1,14933,14785,9/17/2018
1048,1,14909,14761,9/14/2018
1049,1,14868,14720,9/13/2018
1050,1,14937,14789,9/12/2018
1051,1,14909,14761,9/10/2018
1052,1,14958,14810,9/7/2018
1053,1,14965,14817,9/6/2018
1054,1,15002,14852,9/5/2018
1055,1,14914,14766,9/4/2018
1056,1,14841,14693,9/3/2018
1057,1,14785,14637,8/31/2018
1058,1,14728,14582,8/30/2018
1059,1,14716,14570,8/29/2018
1060,1,14687,14541,8/28/2018
1061,1,14683,14537,8/27/2018
1062,1,14728,14582,8/24/2018
1063,1,14693,14547,8/23/2018
1064,1,14641,14495,8/21/2018
1065,1,14651,14505,8/20/2018
1066,1,14692,14546,8/16/2018
1067,1,14694,14548,8/15/2018
1068,1,14698,14552,8/14/2018
1069,1,14656,14510,8/13/2018
1070,1,14509,14365,8/10/2018
1071,1,14494,14350,8/9/2018
1072,1,14511,14367,8/8/2018
1073,1,14557,14413,8/7/2018
1074,1,14553,14409,8/6/2018
1075,1,14576,14430,8/3/2018
1076,1,14518,14374,8/2/2018
1077,1,14514,14370,8/1/2018
1078,1,14485,14341,7/31/2018
1079,1,14481,14337,7/30/2018
1080,1,14555,14411,7/27/2018
1081,1,14515,14371,7/26/2018
1082,1,14588,14442,7/25/2018
1083,1,14614,14468,7/24/2018
1084,1,14526,14382,7/23/2018
1085,1,14593,14447,7/20/2018
1086,1,14490,14346,7/19/2018
1087,1,14478,14334,7/18/2018
1088,1,14463,14319,7/17/2018
1089,1,14468,14324,7/16/2018
1090,1,14430,14286,7/13/2018
1091,1,14507,14363,7/12/2018
1092,1,14463,14319,7/11/2018
1093,1,14398,14254,7/10/2018
1094,1,14404,14260,7/9/2018
1095,1,14481,14337,7/6/2018
1096,1,14459,14315,7/5/2018
1097,1,14415,14271,7/4/2018
1098,1,14490,14346,7/3/2018
1099,1,14403,14259,7/2/2018
1100,1,14476,14332,6/29/2018
1101,1,14342,14200,6/28/2018
1102,1,14234,14092,6/27/2018
1103,1,14234,14092,6/26/2018
1104,1,14176,14034,6/25/2018
1105,1,14173,14031,6/22/2018
1106,1,14160,14020,6/21/2018
1107,1,13972,13832,6/20/2018
1108,1,13972,13832,6/19/2018
1109,1,13972,13832,6/8/2018
1110,1,13937,13799,6/7/2018
1111,1,13944,13806,6/6/2018
1112,1,13956,13818,6/5/2018
1113,1,13941,13803,6/4/2018
1114,1,14021,13881,5/31/2018
1115,1,14102,13962,5/30/2018
1116,1,14135,13995,5/28/2018
1117,1,14237,14095,5/25/2018
1118,1,14276,14134,5/24/2018
1119,1,14263,14121,5/23/2018
1120,1,14249,14107,5/22/2018
1121,1,14247,14105,5/21/2018
1122,1,14178,14036,5/18/2018
1123,1,14144,14004,5/17/2018
1124,1,14164,14024,5/16/2018
1125,1,14090,13950,5/15/2018
1126,1,14046,13906,5/14/2018
1127,1,14118,13978,5/11/2018
1128,1,14144,14004,5/9/2018
1129,1,14106,13966,5/8/2018
1130,1,14026,13886,5/7/2018
1131,1,14013,13873,5/4/2018
1132,1,14035,13895,5/3/2018
1133,1,14006,13866,5/2/2018
1134,1,13946,13808,4/30/2018
1135,1,13948,13810,4/27/2018
1136,1,14000,13860,4/26/2018
1137,1,13957,13819,4/25/2018
1138,1,13970,13830,4/24/2018
1139,1,13963,13825,4/23/2018
1140,1,13873,13735,4/20/2018
1141,1,13847,13709,4/19/2018
1142,1,13839,13701,4/18/2018
1143,1,13839,13701,4/17/2018
1144,1,13835,13697,4/16/2018
1145,1,13822,13684,4/13/2018
1146,1,13832,13694,4/12/2018
1147,1,13816,13678,4/11/2018
1148,1,13828,13690,4/10/2018
1149,1,13840,13702,4/9/2018
1150,1,13840,13702,4/6/2018
1151,1,13836,13698,4/5/2018
1152,1,13829,13691,4/4/2018
1153,1,13834,13696,4/3/2018
1154,1,13819,13681,4/2/2018
1155,1,13825,13687,3/29/2018
1156,1,13814,13676,3/28/2018
1157,1,13777,13639,3/27/2018
1158,1,13845,13707,3/26/2018
1159,1,13849,13711,3/23/2018
1160,1,13806,13668,3/22/2018
1161,1,13828,13690,3/21/2018
1162,1,13830,13692,3/20/2018
1163,1,13834,13696,3/19/2018
1164,1,13834,13696,3/16/2018
1165,1,13817,13679,3/15/2018
1166,1,13808,13670,3/14/2018
1167,1,13826,13688,3/13/2018
1168,1,13837,13699,3/12/2018
1169,1,13863,13725,3/9/2018
1170,1,13843,13705,3/8/2018
1171,1,13832,13694,3/7/2018
1172,1,13819,13681,3/6/2018
1173,1,13809,13671,3/5/2018
1174,1,13815,13677,3/2/2018
1175,1,13862,13724,3/1/2018
1176,1,13776,13638,2/28/2018
1177,1,13718,13582,2/27/2018
1178,1,13727,13591,2/26/2018
1179,1,13738,13602,2/23/2018
1180,1,13733,13597,2/22/2018
1181,1,13650,13514,2/21/2018
1182,1,13641,13505,2/20/2018
1183,1,13609,13473,2/19/2018
1184,1,13638,13502,2/15/2018
1185,1,13725,13589,2/14/2018
1186,1,13712,13576,2/13/2018
1187,1,13677,13541,2/12/2018
1188,1,13711,13575,2/9/2018
1189,1,13670,13534,2/8/2018
1190,1,13601,13465,2/7/2018
1191,1,13646,13510,2/6/2018
1192,1,13565,13431,2/5/2018
1193,1,13495,13361,2/2/2018
1194,1,13469,13335,2/1/2018
1195,1,13480,13346,1/31/2018
1196,1,13465,13331,1/30/2018
1197,1,13394,13260,1/29/2018
1198,1,13370,13236,1/26/2018
1199,1,13356,13224,1/25/2018
1200,1,13388,13254,1/24/2018
1201,1,13385,13251,1/23/2018
1202,1,13401,13267,1/22/2018
1203,1,13398,13264,1/19/2018
1204,1,13432,13298,1/18/2018
1205,1,13390,13256,1/17/2018
1206,1,13400,13266,1/16/2018
1207,1,13397,13263,1/15/2018
1208,1,13429,13295,1/12/2018
1209,1,13494,13360,1/11/2018
1210,1,13516,13382,1/10/2018
1211,1,13495,13361,1/9/2018
1212,1,13464,13330,1/8/2018
1213,1,13472,13338,1/5/2018
1214,1,13541,13407,1/4/2018
1215,1,13565,13431,1/3/2018
1216,1,13610,13474,1/2/2018
1217,1,13616,13480,12/30/2017
1218,1,13616,13480,12/29/2017
1219,1,13628,13492,12/28/2017
1220,1,13630,13494,12/27/2017
1221,1,13626,13490,12/22/2017
1222,1,13613,13477,12/21/2017
1223,1,13647,13511,12/20/2017
1224,1,13655,13519,12/19/2017
1225,1,13652,13516,12/18/2017
1226,1,13641,13505,12/15/2017
1227,1,13633,13497,12/14/2017
1228,1,13657,13521,12/13/2017
1229,1,13618,13482,12/12/2017
1230,1,13614,13478,12/11/2017
1231,1,13624,13488,12/8/2017
1232,1,13620,13484,12/7/2017
1233,1,13592,13456,12/6/2017
1234,1,13583,13447,12/5/2017
1235,1,13595,13459,12/4/2017
1236,1,13582,13446,11/30/2017
1237,1,13583,13447,11/29/2017
1238,1,13595,13459,11/28/2017
1239,1,13579,13443,11/27/2017
1240,1,13574,13438,11/24/2017
1241,1,13571,13435,11/23/2017
1242,1,13591,13455,11/22/2017
1243,1,13612,13476,11/21/2017
1244,1,13597,13461,11/20/2017
1245,1,13585,13449,11/17/2017
1246,1,13606,13470,11/16/2017
1247,1,13607,13471,11/15/2017
1248,1,13610,13474,11/14/2017
1249,1,13623,13487,11/13/2017
1250,1,13582,13446,11/10/2017
1251,1,13582,13446,11/9/2017
1252,1,13592,13456,11/8/2017
1253,1,13572,13436,11/7/2017
1254,1,13597,13461,11/6/2017
1255,1,13568,13432,11/3/2017
1256,1,13630,13494,11/2/2017
1257,1,13660,13524,11/1/2017
1258,1,13640,13504,10/31/2017
1259,1,13648,13512,10/30/2017
1260,1,13698,13562,10/27/2017
1261,1,13628,13492,10/26/2017
1262,1,13638,13502,10/25/2017
1263,1,13597,13461,10/24/2017
1264,1,13603,13467,10/23/2017
1265,1,13585,13449,10/20/2017
1266,1,13589,13453,10/19/2017
1267,1,13582,13446,10/18/2017
1268,1,13557,13423,10/17/2017
1269,1,13550,13416,10/16/2017
1270,1,13576,13440,10/13/2017
1271,1,13589,13453,10/12/2017
1272,1,13577,13441,10/11/2017
1273,1,13558,13424,10/10/2017
1274,1,13572,13436,10/9/2017
1275,1,13552,13418,10/6/2017
1276,1,13550,13416,10/5/2017
1277,1,13556,13422,10/4/2017
1278,1,13650,13514,10/3/2017
1279,1,13566,13432,10/2/2017
1280,1,13559,13425,9/29/2017
1281,1,13531,13397,9/28/2017
1282,1,13451,13317,9/27/2017
1283,1,13415,13281,9/26/2017
1284,1,13372,13238,9/25/2017
1285,1,13392,13258,9/22/2017
1286,1,13336,13204,9/20/2017
1287,1,13324,13192,9/19/2017
1288,1,13304,13172,9/18/2017
1289,1,13327,13195,9/15/2017
1290,1,13305,13173,9/14/2017
1291,1,13275,13143,9/13/2017
1292,1,13252,13120,9/12/2017
1293,1,13220,13088,9/11/2017
1294,1,13350,13218,9/8/2017
1295,1,13398,13264,9/7/2017
1296,1,13404,13270,9/6/2017
1297,1,13403,13269,9/5/2017
1298,1,13412,13278,9/4/2017
1299,1,13418,13284,8/31/2017
1300,1,13410,13276,8/30/2017
1301,1,13415,13281,8/29/2017
1302,1,13405,13271,8/28/2017
1303,1,13415,13281,8/25/2017
1304,1,13421,13287,8/24/2017
1305,1,13409,13275,8/23/2017
1306,1,13405,13271,8/22/2017
1307,1,13422,13288,8/21/2017
1308,1,13435,13301,8/18/2017
1309,1,13441,13307,8/16/2017
1310,1,13411,13277,8/15/2017
1311,1,13411,13277,8/14/2017
1312,1,13437,13303,8/11/2017
1313,1,13405,13271,8/10/2017
1314,1,13391,13257,8/9/2017
1315,1,13386,13252,8/8/2017
1316,1,13386,13252,8/7/2017
1317,1,13391,13257,8/4/2017
1318,1,13397,13263,8/3/2017
1319,1,13398,13264,8/2/2017
1320,1,13385,13251,8/1/2017
1321,1,13390,13256,7/31/2017
1322,1,13393,13259,7/28/2017
1323,1,13382,13248,7/27/2017
1324,1,13401,13267,7/26/2017
1325,1,13387,13253,7/25/2017
1326,1,13386,13252,7/24/2017
1327,1,13390,13256,7/21/2017
1328,1,13387,13253,7/20/2017
1329,1,13371,13237,7/19/2017
1330,1,13381,13247,7/18/2017
1331,1,13380,13246,7/17/2017
1332,1,13414,13280,7/14/2017
1333,1,13409,13275,7/13/2017
1334,1,13435,13301,7/12/2017
1335,1,13454,13320,7/11/2017
1336,1,13475,13341,7/10/2017
1337,1,13464,13330,7/7/2017
1338,1,13431,13297,7/6/2017
1339,1,13416,13282,7/5/2017
1340,1,13453,13319,7/4/2017
1341,1,13392,13258,7/3/2017
1342,1,13386,13252,6/30/2017
1343,1,13386,13252,6/22/2017
1344,1,13368,13234,6/21/2017
1345,1,13363,13231,6/20/2017
1346,1,13352,13220,6/19/2017
1347,1,13364,13232,6/16/2017
1348,1,13348,13216,6/15/2017
1349,1,13352,13220,6/14/2017
1350,1,13360,13228,6/13/2017
1351,1,13358,13226,6/12/2017
1352,1,13358,13226,6/9/2017
1353,1,13383,13249,6/8/2017
1354,1,13374,13240,6/7/2017
1355,1,13351,13219,6/6/2017
1356,1,13353,13221,6/5/2017
1357,1,13378,13244,6/2/2017
1358,1,13388,13254,5/31/2017
1359,1,13403,13269,5/30/2017
1360,1,13379,13245,5/29/2017
1361,1,13361,13229,5/26/2017
1362,1,13383,13249,5/24/2017
1363,1,13362,13230,5/23/2017
1364,1,13363,13231,5/22/2017
1365,1,13477,13343,5/19/2017
1366,1,13410,13276,5/18/2017
1367,1,13373,13239,5/17/2017
1368,1,13364,13232,5/16/2017
1369,1,13386,13252,5/15/2017
1370,1,13407,13273,5/12/2017
1371,1,13422,13288,5/10/2017
1372,1,13384,13250,5/9/2017
1373,1,13391,13257,5/8/2017
1374,1,13406,13272,5/5/2017
1375,1,13397,13263,5/4/2017
1376,1,13363,13231,5/3/2017
1377,1,13383,13249,5/2/2017
1378,1,13394,13260,4/28/2017
1379,1,13365,13233,4/27/2017
1380,1,13344,13212,4/26/2017
1381,1,13362,13230,4/25/2017
1382,1,13387,13253,4/21/2017
1383,1,13395,13261,4/20/2017
1384,1,13365,13233,4/19/2017
1385,1,13365,13233,4/18/2017
1386,1,13321,13189,4/17/2017
1387,1,13330,13198,4/13/2017
1388,1,13364,13232,4/12/2017
1389,1,13348,13216,4/11/2017
1390,1,13390,13256,4/10/2017
1391,1,13408,13274,4/7/2017
1392,1,13394,13260,4/6/2017
1393,1,13396,13262,4/5/2017
1394,1,13393,13259,4/4/2017
1395,1,13391,13257,4/3/2017
1396,1,13388,13254,3/31/2017
1397,1,13383,13249,3/30/2017
1398,1,13390,13256,3/29/2017
1399,1,13381,13247,3/27/2017
1400,1,13396,13262,3/24/2017
1401,1,13399,13265,3/23/2017
1402,1,13402,13268,3/22/2017
1403,1,13375,13241,3/21/2017
1404,1,13396,13262,3/20/2017
1405,1,13409,13275,3/17/2017
1406,1,13403,13269,3/16/2017
1407,1,13442,13308,3/15/2017
1408,1,13427,13293,3/14/2017
1409,1,13431,13297,3/13/2017
1410,1,13460,13326,3/10/2017
1411,1,13440,13306,3/9/2017
1412,1,13407,13273,3/8/2017
1413,1,13417,13283,3/7/2017
1414,1,13431,13297,3/6/2017
1415,1,13442,13308,3/3/2017
1416,1,13428,13294,3/2/2017
1417,1,13428,13294,3/1/2017
1418,1,13414,13280,2/28/2017
1419,1,13406,13272,2/27/2017
1420,1,13403,13269,2/24/2017
1421,1,13427,13293,2/23/2017
1422,1,13423,13289,2/22/2017
